,movie,location,year,year_group,latitude,longitude
1149,Sleepless in Seattle (1993),"The Plaza Hotel, 750 5th Avenue and Central Park South, Manhattan.",1993,1990s,40.7828647,-73.9653551
1150,Sleepless in Seattle (1993),"Tiffany & Co Store, 727 5th Avenue and East 57th Street, Manhattan.",1993,1990s,40.7602739,-73.967573
1151,Sleepless in Seattle (1993),"Empire State Building, 350 5th Avenue and West 34th Street, Manhattan.",1993,1990s,40.7484456,-73.9845633
1152,Sleepless in Seattle (1993),"Rockefeller Center, 5th Avenue (btw 49th and 50th Streets) Manhattan.",1993,1990s,40.7627781,-73.9872089
1153,Sleepless in Seattle (1993),"East 35th Street and Madison Avenue, Manhattan.",1993,1990s,40.7484355,-73.982471
1154,Sleepless in Seattle (1993),"Empire State Building, 350 5th Avenue and West 34th Street, Manhattan.",1993,1990s,40.7484456,-73.9845633
1155,Sleeping with Other People (2015),"Morningside Avenue and West 115th Street, Harlem.",2015,2010s,40.8047488,-73.9582359
1156,Sleeping with Other People (2015),"Pastai, 186 9th Avenue (btw West 21st and 22nd Streets) Manhattan.",2015,2010s,40.7446311,-73.9989763
1157,Sleeping with Other People (2015),"Pianos, 158 Ludlow Street and Stanton Street, Manhattan.",2015,2010s,40.720757,-73.9861608
1158,Sleeping with Other People (2015),"East Broadway and Rutgers Street, Manhattan.",2015,2010s,40.7140565,-73.9902176
1159,Sleeping with Other People (2015),"Journelle, 3 East 17th Street and 5th Avenue, Manhattan.",2015,2010s,40.774734,-73.9653844
1160,Sleeping with Other People (2015),East River (btw Brooklyn Bridge and Manhattan Bridge) Manhattan.,2015,2010s,40.7112295,-73.992999
1161,Sleeping with Other People (2015),"Branded Saloon, 603 Vanderbilt Avenue and Bergen Street, Brooklyn.",2015,2010s,40.6761,-73.9499161
1162,Sleeping with Other People (2015),"Le Monde, 2885 Broadway and West 112th Street, Harlem.",2015,2010s,40.8002539,-73.9533903
1163,Sleeping with Other People (2015),5th Avenue (btw East 76th and 77th Streets) Manhattan.,2015,2010s,40.7729586,-73.9582543
1164,Sleepers (1996),"McHales Restaurant, 750 8th Avenue and West 46th Street, Manhattan.",1996,1990s,40.7609894,-73.9907902
1165,Sleepers (1996),"Courthouse, Centre Street and Chambers Street, Manhattan.",1996,1990s,40.7159132,-74.0101055
1166,Sleepers (1996),"Minetta Tavern, 113 MacDougal Street and Minetta Lane, Manhattan.",1996,1990s,40.7302568,-74.0010256
1167,The Skeleton Twins (2014),"Kensico Dam, Valhalla, New York.",2014,2010s,41.073794,-73.766287
1168,Six Degrees of Separation (1993),"Metropolitan Museum of Art, 1000 5th Avenue and East 82nd Street, Manhattan.",1993,1990s,40.7752992,-73.9536403
1169,Six Degrees of Separation (1993),"BALTO Sled Dog Statue, Central Park (West 67th Street) Manhattan.",1993,1990s,40.7742367,-73.9811285
1170,Six Degrees of Separation (1993),"5th Avenue and East 68th Street, Manhattan.",1993,1990s,40.7699052,-73.9689088
1171,Six Degrees of Separation (1993),"860 5th Avenue and East 68th Street, Manhattan.",1993,1990s,40.7699052,-73.9689088
1172,Six Degrees of Separation (1993),"Centre Street and Chambers Street, Manhattan.",1993,1990s,40.7131335,-74.0040497
1173,Six Degrees of Separation (1993),"1088 Park Avenue and East 89th Street, Manhattan.",1993,1990s,40.7821518,-73.9558911
1174,The Sitter (2011),"Kid City Store, 789 Broadway and Fayette Street, Brooklyn.",2011,2010s,40.7003151,-73.9400042
1175,The Sitter (2011),"Brooklyn Historical Society, 128 Pierrepont Street and Clinton Street, Brooklyn.",2011,2010s,41.7227288,-92.4515081
1176,The Sitter (2011),"Grand Prospect Hall, 263 Prospect Avenue (btw 5th and 6th Avenue) Brooklyn.",2011,2010s,40.6698537,-73.9824445
1177,The Sitter (2011),"Doyers Street and Pell Street, Chinatown, Manhattan.",2011,2010s,40.7148064,-73.9980331
1178,The Sitter (2011),"Shore Boulevard and Ditmars Boulevard, Brooklyn.",2011,2010s,40.6972565,-73.9328078
1179,The Sitter (2011),"North 14th Street and Nassau Avenue, Brooklyn.",2011,2010s,40.7224597,-73.9548791
1180,The Sitter (2011),"Bar, 191 North 14th Street and Nassau Avenue, Brooklyn.",2011,2010s,40.7254251,-73.9457699
1181,Sisters (1973),"Circle Line Ferry, New York Harbour.",1973,1970s,,
1182,Sisters (1973),"Danielle's Apartment, 36 Hamilton Avenue and Academy Place, Staten Island.",1973,1970s,40.6443977,-74.0789177
1183,The Sisterhood of the Traveling Pants 2 (2008),"East 3rd Street and Avenue A, Manhattan.",2008,2000s,40.7236548,-73.9852944
1184,The Sisterhood of the Traveling Pants 2 (2008),"Video Store, 44 Avenue A and East 3rd Street, Manhattan.",2008,2000s,40.7236548,-73.9852944
1185,The Sisterhood of the Traveling Pants 2 (2008),East 7th Street (btw Avenue A and 1st Avenue) Manhattan.,2008,2000s,40.7229941,-73.9885251
1186,Single White Female (1992),"Allison's Apartment, 2109 Broadway and West 73rd Street, Manhattan.",1992,1990s,40.7792284,-73.9809439
1187,Simply Irresistible (1999),"Amanda's Restaurant, 486 Greenwich Street (btw Canal & Spring street) Manhattan.",1999,1990s,41.4304236,-87.9883293
1188,Simply Irresistible (1999),"Henri Bendel Department Store, 712 5th Avenue and West 56th Street, Manhattan.",1999,1990s,40.7666124,-73.9847104
1189,Simply Irresistible (1999),"Tiffany & Co Store, 727 5th Avenue and East 57th Street, Manhattan.",1999,1990s,40.7602739,-73.967573
1190,Simply Irresistible (1999),"East 15th Street and Union Square West, Manhattan.",1999,1990s,40.7358984,-73.9912281
1191,Simply Irresistible (1999),"Farmer's Market, Union Square West and East 16th Street, Manhattan.",1999,1990s,40.7327203,-73.9817686
1192,Simple Moves (2013),"Times Square, Manhattan.",2013,2010s,40.759011,-73.9844722
1193,The Siege (1998),"South 6th Street and Broadway, Brooklyn.",1998,1990s,40.718968,-73.961028
1194,The Siege (1998),"The New Victory Theater, 209 West 42nd Street and Times Square, Manhattan.",1998,1990s,40.759011,-73.9844722
1195,The Siege (1998),"Brooklyn Bridge, Lower East Side, Manhattan.",1998,1990s,40.7047531,-73.9953261
1196,The Siege (1998),"Wall Street, Financial, Manhattan.",1998,1990s,40.7060006,-74.008801
1197,The Siege (1998),"Manhattan Bridge, East River, Lower Manhattan.",1998,1990s,40.7205751,-73.9733626
1198,Sidewalks of New York (2001),Hudson Street (btw Perry Street and West 11th Street) Manhattan.,2001,2000s,40.7363018,-74.002765
1199,Sidewalks of New York (2001),"Times Square, Manhattan.",2001,2000s,40.759011,-73.9844722
1200,Sidewalks of New York (2001),"Stingy Lulu's Diner, 129 St Mark's Place and Avenue A, Manhattan.",2001,2000s,40.7260554,-73.9835429
1201,Sidewalks of New York (2001),"Griffin's Apartment, 47 5th Avenue and East 12th Street, Manhattan.",2001,2000s,40.7300043,-73.9835255
1202,Sidewalks of New York (2001),"Katz's Delicatessen, 205 East Houston Street and Ludlow Street, Manhattan.",2001,2000s,40.7187313,-73.9890522
1203,Sidewalks of New York (2001),"Crosby Street and Prince Street, Manhattan.",2001,2000s,40.7238833,-73.9969553
1204,Sidewalks of New York (2001),"Housing Works Bookstore Cafe, 126 Crosby Street and Prince Street, Manhattan.",2001,2000s,40.724628,-73.9986114
1205,Side Street (1950),"New York County Supreme Court, 60 Centre Street, Financial, Manhattan.",1950,1950s,40.7830603,-73.9712488
1206,Side Street (1950),Central Park (South East Corner) Manhattan.,1950,1950s,40.7695294,-73.9722428
1207,Side Street (1950),"Near Brooklyn Bridge, Lower East Side, Manhattan.",1950,1950s,40.7047531,-73.9953261
1208,Side Street (1950),"Bellevue Hospital Center, 1st Avenue and East 26th Street, Manhattan.",1950,1950s,40.7407178,-73.9817567
1209,Side Street (1950),"Beauty Salon, 29 West 8th Street (btw 5th & 6th Avenues) Manhattan.",1950,1950s,40.7830603,-73.9712488
1210,Side Street (1950),"Wall Street and Broad Street, Manhattan.",1950,1950s,40.7071033,-74.010648
1211,Side Effects (2013),"Le Cirque, 151 East 58th Street and 3rd Avenue, Manhattan.",2013,2010s,40.7684404,-73.9615733
1212,Side Effects (2013),"High Line Park, 519 West 23rd Street, Meatpacking District, Manhattan.",2013,2010s,40.7482519,-74.0047484
1213,Side Effects (2013),"Subway, Franklin Street and West Broadway, Manhattan.",2013,2010s,40.720076,-74.0056711
1214,Side Effects (2013),"Funeral Chapel, 1076 Madison Avenue and East 81st Street, Manhattan.",2013,2010s,40.7746583,-73.954099
1215,Side Effects (2013),"East Bay Diner, 491 1st Avenue and East 29th Street, Manhattan.",2013,2010s,40.7425772,-73.9804096
1216,Side Effects (2013),"St Luke's School, 487 Hudson Street and Grove Street, Manhattan.",2013,2010s,40.7329225,-74.00398
1217,Side Effects (2013),"Bellevue Hospital Center, 1st Avenue and East 26th Street, Manhattan.",2013,2010s,40.7407178,-73.9817567
1218,Side Effects (2013),"Jonathan's Apartment, 381 Broome Street and Mott Street, Manhattan.",2013,2010s,40.7190465,-73.9964841
1219,Sid and Nancy (1986),"Chelsea Hotel, 222 West 23rd Street (btw 7th and 8th Avenue) Manhattan.",1986,1980s,40.8165192,-73.9465432
1220,Shortcut to Happiness (2004),"Sardi's Restaurant, 234 West 44th Street and 7th Avenue, Manhattan.",2004,2000s,40.73658,-74.0011456
1221,Shortcut to Happiness (2004),"Webster Publishing Offices, 666 West 54th Street and 5th Avenue, Manhattan.",2004,2000s,40.774734,-73.9653844
1222,Shortcut to Happiness (2004),"New York Public Library, 5th Avenue (btw 40th and 42nd Street) Manhattan.",2004,2000s,40.7127837,-74.0059413
1223,Shortcut to Happiness (2004),"Metropolitan Museum of Art, 1000 5th Avenue and East 82nd Street, Manhattan.",2004,2000s,40.7752992,-73.9536403
1224,Shortcut to Happiness (2004),"Desbrosses Street and Washington Street, Manhattan.",2004,2000s,40.7235288,-74.0103436
1225,Shortbus (2006),"Water Street and Jay Street, Brooklyn.",2006,2000s,40.7030974,-73.9866491
1226,Shortbus (2006),"232 Water Street and Jay Street, Brooklyn.",2006,2000s,40.7030974,-73.9866491
1227,A Shock to the System (1990),"Grand Central Terminal, 89 East 42nd Street and Park Avenue, Manhattan.",1990,1990s,40.7779534,-73.9589565
1228,A Shock to the System (1990),Broadway (btw Warren Street and Murray Street) Manhattan.,1990,1990s,39.1435602,-96.6611022
1229,A Shock to the System (1990),"Graham Marshall's Office, 777 3rd Avenue and East 49th Street, Manhattan.",1990,1990s,40.755217,-73.971253
1230,A Shock to the System (1990),"Exchange Place and Hanover Street, Manhattan.",1990,1990s,40.7055413,-74.0090842
1231,A Shock to the System (1990),"Subway Station, Fulton Street, Manhattan.",1990,1990s,40.709395,-74.0083169
1232,A Shock to the System (1990),"Alo Alo Bar, 1030 3rd Avenue and East 61st Street, Manhattan.",1990,1990s,40.7628086,-73.965688
1233,A Shock to the System (1990),"Graham Marshall's Apartment, Wooster Street and Grand Street, Manhattan.",1990,1990s,40.717664,-73.9922279
1234,A Shock to the System (1990),"Car Rental Garage, East 87th Street and Lexington Avenue, Manhattan.",1990,1990s,40.773008,-73.96032
1235,16 Blocks (2006),Dover Street and Water Street (near Brooklyn Bridge) Manhattan.,2006,2000s,40.7083352,-73.9995691
1236,16 Blocks (2006),"Mulberry Street and Broome Street, Manhattan.",2006,2000s,40.7205017,-73.9968278
1237,She's The One (1996),"West 12th Street and West 4th Street, Manhattan.",1996,1990s,40.7375376,-74.0038985
1238,She's The One (1996),"JFK International Airport, Queens.",1996,1990s,40.6413111,-73.7781391
1239,She's The One (1996),"Greene Street and Grand Street, Manhattan.",1996,1990s,40.7216256,-74.0022137
1240,She's The One (1996),"Apartment, 80-88 Grand Street and Greene Street, Manhattan.",1996,1990s,40.7216256,-74.0022137
1241,She's The One (1996),"Mickey's Apartment, 268 West 12th Street and West 4th Street, Manhattan.",1996,1990s,40.7336421,-74.0026047
1242,She's The One (1996),FDR Drive (btw Manhattan Bridge & Brooklyn Bridge) Manhattan.,1996,1990s,40.7083352,-73.9995691
1243,She's The One (1996),"West 12th Street and Washington Street, Manhattan.",1996,1990s,40.737548,-74.0082167
1244,She's The One (1996),"Bar, 767 Washington Street and West 12th Street, Manhattan.",1996,1990s,40.7372245,-74.0006804
1245,She's The One (1996),Granercy Park South (btw  Irving Place and Park Avenue) Manhattan.,1996,1990s,40.7779534,-73.9589565
1246,She's The One (1996),"Central Park West and West 72nd Street, Manhattan.",1996,1990s,40.7762315,-73.9759697
1247,She's The One (1996),"5th Avenue and Washington Mews, Manhattan.",1996,1990s,40.7318461,-73.9966758
1248,She's The One (1996),"Sutton Square and Sutton Place, Manhattan.",1996,1990s,40.7580204,-73.9601669
1249,She's The One (1996),"Gramercy Park South and Gramercy Park West, Manhattan.",1996,1990s,40.7379273,-73.9868586
1250,She's The One (1996),"Battery Park, Manhattan.",1996,1990s,40.7032775,-74.0170279
1251,She's The One (1996),"McHales Restaurant, 750 8th Avenue and West 46th Street, Manhattan.",1996,1990s,40.7609894,-73.9907902
1252,She's The One (1996),"Heather's Apartment, 408 East 92nd Street and 1st Avenue, Manhattan.",1996,1990s,40.7229941,-73.9885251
1253,She's Funny That Way (2014),"InterContinental Hotel, 111 East 48th Street (btw Park and Lexington Avenues) Manhattan.",2014,2010s,40.7830603,-73.9712488
1254,She's Funny That Way (2014),"Christopher Street and Greenwich Avenue, Manhattan.",2014,2010s,40.7340598,-73.9996741
1255,She's Funny That Way (2014),"Christopher Street and  Greenwich Avenue, Manhattan.",2014,2010s,40.7340598,-73.9996741
1256,She's Funny That Way (2014),Central Park South (btw 6th and 7th Avenues) Manhattan.,2014,2010s,40.7830603,-73.9712488
1257,She's Funny That Way (2014),"Macy's Store, 151 West 34th Street (btw 6th and 7th Avenues) Manhattan.",2014,2010s,40.7830603,-73.9712488
1258,She's Funny That Way (2014),"Belasco Theatre, 111 West 44th Street (btw 6th and 7th Avenues) Manhattan.",2014,2010s,40.7830603,-73.9712488
1259,She's Funny That Way (2014),"Sardi's Restaurant, 234 West 44th Street and 7th Avenue, Manhattan.",2014,2010s,40.73658,-74.0011456
1260,Shelter (2014),"Astor Place and Lafayette Street, Manhattan.",2014,2010s,40.72983,-73.9914232
1261,Shelter (2014),"Manhattan Bridge, East River, Lower Manhattan.",2014,2010s,40.7205751,-73.9733626
1262,Shelter (2014),"Battery Park, Manhattan.",2014,2010s,40.7032775,-74.0170279
1263,Shelter (2014),"East 7th Street and Avenue B, Manhattan.",2014,2010s,40.7250808,-73.9812322
1264,Shelter (2014),"Jane Street and Greenwich Street, Manhattan.",2014,2010s,40.7381363,-74.0064674
1265,She Hate Me (2004),"Times Square, Manhattan.",2004,2000s,40.759011,-73.9844722
1266,She Hate Me (2004),"La Nora Restaurant, 158-22 Cross Bay Blvd, Howard Beach, New York.",2004,2000s,40.66011,-73.8402238
1267,Sharknado 2: The Second One (2014),"Times Square, Manhattan.",2014,2010s,40.759011,-73.9844722
1268,Sharknado 2: The Second One (2014),"Circle Line Ferry, New York Harbour.",2014,2010s,,
1269,Sharknado 2: The Second One (2014),"Statue of Liberty, Liberty Island, New York Harbor.",2014,2010s,,
1270,Sharknado 2: The Second One (2014),"Empire State Building, 350 5th Avenue and West 34th Street, Manhattan.",2014,2010s,40.7484456,-73.9845633
1271,Shame (2011),"Subway Station, 28th Street and Broadway, Manhattan.",2011,2010s,40.759011,-73.9844722
1272,Shame (2011),"Brandon's Apartment, 9 West 31st Street and 5th Avenue, Manhattan.",2011,2010s,40.774734,-73.9653844
1273,Shame (2011),West 31st Street (btw Broadway and 5th Avenue) Manhattan.,2011,2010s,40.774734,-73.9653844
1274,Shame (2011),"Broadway and West 31st Street, Manhattan.",2011,2010s,40.7475435,-73.9883561
1275,Shame (2011),"7th Avenue and West 31st Street, Manhattan.",2011,2010s,40.749101,-73.992006
1276,Shame (2011),"Delancey Street and Essex Street, Manhattan.",2011,2010s,40.7186205,-73.9881724
1277,Shame (2011),"Washington Street and West 13th Street, Manhattan.",2011,2010s,40.7409462,-74.0075111
1278,Shame (2011),"Standard Hotel, 848 Washington Street and Little West 12th Street, Manhattan.",2011,2010s,40.7403051,-74.0079403
1279,Shame (2011),"West 28th Street and Broadway, Manhattan.",2011,2010s,40.7452981,-73.9887679
1280,Shame (2011),"East 28th Street and 5th Avenue, Manhattan.",2011,2010s,40.7446813,-73.9873061
1281,Shakedown (1988),"Greyshot Arch (btw 61st and 62nd Streets) Central Park, Manhattan.",1988,1980s,40.7699702,-73.9805375
1282,Shakedown (1988),"South Street Seaport, East River, Manhattan.",1988,1980s,40.7830603,-73.9712488
1283,Shakedown (1988),"Soldiers and Sailors Monument, Riverside Park, Manhattan.",1988,1980s,40.7830603,-73.9712488
1284,Shakedown (1988),"New York County Supreme Court, 60 Centre Street, Financial, Manhattan.",1988,1980s,40.7830603,-73.9712488
1285,Shaft (2000),Broadway and East 21st Street (near Flat Iron Building) Manhattan.,2000,2000s,40.7830603,-73.9712488
1286,Shaft (2000),Broadway (btw East 21st and 22nd Street) Manhattan.,2000,2000s,40.7446311,-73.9989763
1287,Shaft (2000),"Lenox Lounge, 288 Lenox Avenue (btw West 124th and 125th Streets) Harlem.",2000,2000s,40.8107835,-73.9525929
1288,Shaft (2000),"New York County Supreme Court, 60 Centre Street, Financial, Manhattan.",2000,2000s,40.7830603,-73.9712488
1289,Shaft (1971),"7th Avenue and West 42nd Street, Manhattan.",1971,1970s,40.756034,-73.9869451
1290,Shaft (1971),West 46th Street (btw 6th and 7th Avenue) Manhattan.,1971,1970s,40.73658,-74.0011456
1291,Shaft (1971),"Times Square, Manhattan.",1971,1970s,40.759011,-73.9844722
1292,Shaft (1971),"Shaft's Apartment 55 Jane Street and Hudson Street, Manhattan.",1971,1970s,40.7280616,-74.007204
1293,Shaft (1971),"No Name Bar, 621 Hudson Street and Jane Street, Manhattan.",1971,1970s,40.7381366,-74.0056363
1294,Shaft (1971),"Caffe Reggio, 119 MacDougal Street and West 3rd Street, Manhattan.",1971,1970s,40.7293961,-73.9980108
1295,Shaft (1971),"MacDougal Street and Minetta Lane, Manhattan.",1971,1970s,40.7299997,-74.0005119
1296,Shaft (1971),Bleecker Street (btw MacDougal Street and Sullivan Street) Manhattan.,1971,1970s,40.7276175,-74.0014373
1297,Shadows (1959),"Port Authority Bus Terminal, 625 8th Avenue and West 42nd Street, Manhattan.",1959,1950s,40.758034,-73.9917031
1298,Sex and the City 2 (2010),"Carrie's Old Apartment, 66 Perry Street and Bleecker Street, Manhattan.",2010,2010s,40.7287995,-74.0004449
1299,Sex and the City 2 (2010),"Carrie's New Apartment, 1030 5th Avenue and East 84th Street, Manhattan.",2010,2010s,40.776592,-73.9527726
1300,Sex and the City 2 (2010),"Grand Army Plaza and West 58th Street, Manhattan.",2010,2010s,40.7639192,-73.9741007
