,movie,location,year,year_group
2615,Man on a Ledge (2012),"Lutheran Cemetery, Metropolitan Avenue and 65th Lane, Queens.",2012,2010s
2616,Man on a Ledge (2012),"Subway, West 47th Street and 6th Avenue, Manhattan.",2012,2010s
2617,Man on a Ledge (2012),"Old Town Bar, 45 East 18th Street and Park Avenue, Manhattan.",2012,2010s
2618,Man on a Ledge (2012),"Madison Avenue and East 45th Street, Manhattan.",2012,2010s
2619,Man on a Ledge (2012),"Roosevelt Hotel, East 45th Street & Madison Avenue, Manhattan.",2012,2010s
2620,Man on a Ledge (2012),"David Englander's Office, 340 Madison Avenue and East 44th Street, Manhattan.",2012,2010s
2621,Maniac (1980),"St. James Hotel, 109 West 45th Street and 7th Avenue, Manhattan.",1980,1980s
2622,Maniac (1980),"Everit Street and Old Fulton Street, Brooklyn.",1980,1980s
2623,Manhattan Murder Mystery (1993),"3rd Avenue and East 78th Street, Manhattan.",1993,1990s
2624,Manhattan Murder Mystery (1993),"Larry's Apartment, 200 East 78th Street and 3rd Avenue, Manhattan.",1993,1990s
2625,Manhattan Murder Mystery (1993),"Madison Square Garden, 4 Pennsylvania Plaza (8th Avenue & 33rd Street) Manhattan.",1993,1990s
2626,Manhattan Murder Mystery (1993),"Gramercy Park, Manhattan.",1993,1990s
2627,Manhattan Murder Mystery (1993),"National Arts Club, 15 Gramercy Park South, Gramercy Park, Manhattan.",1993,1990s
2628,Manhattan Murder Mystery (1993),"Lincoln Center, Columbus Avenue (btw West 63rd and 64th Street) Manhattan.",1993,1990s
2629,Manhattan Murder Mystery (1993),"21 Club, 21 West 52nd Street (btw 5th and 6th Avenue) Manhattan.",1993,1990s
2630,Manhattan Murder Mystery (1993),"Larry's Workplace, 10 East 53rd Street and 5th Avenue, Manhattan.",1993,1990s
2631,Manhattan Murder Mystery (1993),"Bryant Park, 6th Avenue and West 42nd Street, Manhattan.",1993,1990s
2632,Manhattan Murder Mystery (1993),Hotel (Waldron) 225 East 17th Street (btw 2nd and 3rd Avenue) Manhattan.,1993,1990s
2633,Manhattan Baby (1982),"Conservatory Water Central Park, (from 72nd to 75th Street) Manhattan.",1982,1980s
2634,Manhattan Baby (1982),"Apartment, 130 East End Avenue and East 86th Street, Manhattan.",1982,1980s
2635,Manhattan Baby (1982),"5th Avenue and East 89th Street, Manhattan.",1982,1980s
2636,Manhattan (1979),"Sutton Square and Sutton Place, Manhattan.",1979,1970s
2637,Manhattan (1979),"Dalton School, 108 East 89th Street and Park Avenue, Manhattan.",1979,1970s
2638,Manhattan (1979),"Boating Lake, Central Park, Manhattan.",1979,1970s
2639,Manhattan (1979),"Cranberry Street and Columbia Heights, Brooklyn.",1979,1970s
2640,Manhattan (1979),"West 50th Street and 6th Avenue, Manhattan.",1979,1970s
2641,Manhattan (1979),"Zabars, 2245 Broadway and West 80th Street, Manhattan.",1979,1970s
2642,Manhattan (1979),"Rizzoli Bookstore, 31 West 57th Street (btw 5th & 6th Avenues) Manhattan.",1979,1970s
2643,Manhattan (1979),"Bloomingdale's, 1000 3rd Avenue and East 59th Street, Manhattan.",1979,1970s
2644,Manhattan (1979),"John's Pizzeria, 278 Bleecker Street and Jones Street, Manhattan.",1979,1970s
2645,Manhattan (1979),"Gramercy Park North, East 21st Street, Manhattan.",1979,1970s
2646,The Manchurian Candidate (2004),"Pennsylvania Station, 4 Pennsylvania Plaza (8th Avenue & 33rd Street) Manhattan.",2004,2000s
2647,The Manchurian Candidate (2004),"Times Square, Manhattan.",2004,2000s
2648,The Manchurian Candidate (2004),"Sheep Meadow, Central Park (btw 66th and 69th Street) Manhattan.",2004,2000s
2649,The Manchurian Candidate (2004),"West 46th Street and 9th Avenue, Manhattan.",2004,2000s
2650,The Manchurian Candidate (1962),"Apartment, 67 Riverside Drive and West 79th Street, Manhattan.",1962,1960s
2651,The Manchurian Candidate (1962),"Bethesda Terrace, (Mid-Park at 72nd Street) Central Park, Manhattan.",1962,1960s
2652,The Manchurian Candidate (1962),"Loeb Boathouse, Central Park (btw 74th and 75th Street) Manhattan.",1962,1960s
2653,Mammoth (2009),"Natural History Museum, Central Park West and 79th Street, Manhattan.",2009,2000s
2654,Mammoth (2009),Greene Street (btw Grand Street and Canal Street) Manhattan.,2009,2000s
2655,Malcolm X (1992),"Natural History Museum, Central Park West and 79th Street, Manhattan.",1992,1990s
2656,Malcolm X (1992),West 125th Street and 8th Avenue (Harlem) Manhattan.,1992,1990s
2657,Malcolm X (1992),"Hilton Hotel, 1335 6th Avenue and West 53rd Street, Manhattan.",1992,1990s
2658,Major League (1989),"Yankee Stadium, East 161st Street and River Avenue, Bronx.",1989,1980s
2659,Maid in Manhattan (2002),"Waldorf-Astoria Hotel, 301 Park Avenue (btw East 49th & 50th Street) Manhattan.",2002,2000s
2660,Maid in Manhattan (2002),Central Park (South-End Corner) Manhattan.,2002,2000s
2661,Maid in Manhattan (2002),"The Mall, Central Park, Manhattan.",2002,2000s
2662,Maid in Manhattan (2002),"Metropolitan Museum of Art, 1000 5th Avenue and East 82nd Street, Manhattan.",2002,2000s
2663,Madigan (1968),"Park Avenue and East 98th Street, Manhattan.",1968,1960s
2664,Madigan (1968),1265 Park Avenue (btw East 97th and 98th Street) Manhattan.,1968,1960s
2665,Madigan (1968),"Railway Crossing, Park Avenue and East 98th Street, Manhattan.",1968,1960s
2666,Madigan (1968),"Park Avenue and East 99th Street, Manhattan.",1968,1960s
2667,Madigan (1968),"Police Headquarters, 240 Centre Street and Broome Street, Manhattan.",1968,1960s
2668,Madigan (1968),"Bethesda Terrace, (Mid-Park at 72nd Street) Central Park, Manhattan.",1968,1960s
2669,Madigan (1968),"Sherry Netherland Hotel, 781 5th Avenue and East 59th Street, Manhattan.",1968,1960s
2670,Made of Honor (2008),"Times Square, Manhattan.",2008,2000s
2671,Made of Honor (2008),"Bow Bridge (Mid-Park at 74th Street) Central Park, Manhattan.",2008,2000s
2672,Made of Honor (2008),"Bethesda Terrace, (Mid-Park at 72nd Street) Central Park, Manhattan.",2008,2000s
2673,Made of Honor (2008),"Saks Department Store, 5th Avenue and East 50th Street, Manhattan.",2008,2000s
2674,Mademoiselle C (2013),"Apartment, 27 Cooper Square (btw East 5th & 6th Streets) Manhattan.",2013,2010s
2675,Madea's Witness Protection (2012),"Grand Army Plaza and Central Park South, Manhattan.",2012,2010s
2676,Made (2001),"Brooklyn Bridge, Lower East Side, Manhattan.",2001,2000s
2677,Made (2001),"Soho Grand Hotel, 310 West Broadway and Grand Street, Manhattan.",2001,2000s
2678,Made (2001),"Cupping Room Cafe, 495 Broome Street and West Broadway, Manhattan.",2001,2000s
2679,Made (2001),"12th Avenue and West 135th Street, Manhattan.",2001,2000s
2680,Made (2001),"Times Square, Manhattan.",2001,2000s
2681,Made (2001),Tavern on the Green (btw West 66th and 67th Street) Manhattan.,2001,2000s
2682,Made (2001),"Zoo, Central Park (near 5th Avenue) Manhattan.",2001,2000s
2683,Made (2001),"JFK International Airport, Queens.",2001,2000s
2684,Spread (2009),"Central Park Zoo, Central Park, Manhattan.",2009,2000s
2685,Lulu on the Bridge (1998),"King Street and 6th Avenue, Manhattan.",1998,1990s
2686,Lulu on the Bridge (1998),"Izzy's Apartment, 50 MacDougal Street and Prince Street, Manhattan.",1998,1990s
2687,Lulu on the Bridge (1998),"Restaurant, 201A West 79th Street and Amsterdam Avenue, Manhattan.",1998,1990s
2688,Love with the Proper Stranger (1963),"Macy's Store, 151 West 34th Street (btw 6th and 7th Avenues) Manhattan.",1963,1960s
2689,Love with the Proper Stranger (1963),"Meatpacking District, Manhattan.",1963,1960s
2690,Love with the Proper Stranger (1963),"West 11th Street and West 4th Street, Manhattan.",1963,1960s
2691,Love with the Proper Stranger (1963),"East 10th Street and Avenue A, Manhattan.",1963,1960s
2692,Love with the Proper Stranger (1963),"Angie's Apartment, 301 East 10th Street (btw Avenue A and B) Manhattan.",1963,1960s
2693,Love the Hard Way (2001),"Roosevelt Hotel, East 45th Street & Madison Avenue, Manhattan.",2001,2000s
2694,Love the Hard Way (2001),"National Arts Club, 15 Gramercy Park South, Gramercy Park, Manhattan.",2001,2000s
2695,Love Story (1970),"Wollman Rink (btw East 62nd & 63rd Street) Central Park, Manhattan.",1970,1970s
2696,Lover Come Back (1961),"Carol's Workplace, 385 Madison Avenue (btw East 46th and 47th Street) Manhattan.",1961,1960s
2697,Lover Come Back (1961),"Jerry's Workplace, 380, Madison Avenue (btw East 46th and 47th Street) Manhattan.",1961,1960s
2698,Love is Strange (2014),7th Avenue (btw Perry Street and Charles Street) Manhattan.,2014,2010s
2699,Love is Strange (2014),"Gay Street and Waverly Place, Manhattan.",2014,2010s
2700,Love is Strange (2014),"Waverly Place and 6th Avenue, Manhattan.",2014,2010s
2701,Love is Strange (2014),"Hudson Street and Grove Street, Manhattan.",2014,2010s
2702,Love is Strange (2014),"Morton Street and Bedford Street, Manhattan.",2014,2010s
2703,Love Eterne (2011),"West 63rd Street and Columbus Avenue, Manhattan.",2011,2010s
2704,Love Eterne (2011),"Commerce Street and Bedford Street, Manhattan.",2011,2010s
2705,Love Eterne (2011),"High Line Park, 519 West 23rd Street, Meatpacking District, Manhattan.",2011,2010s
2706,Love at First Bite (1979),"The Plaza Hotel, 750 5th Avenue and Central Park South, Manhattan.",1979,1970s
2707,Love and Other Drugs (2010),"Peter's, 182 Columbus Avenue and West 68th Street, Manhattan.",2010,2010s
2708,Love & Distrust (2010),"Washington Square North and 5th Avenue, Manhattan.",2010,2010s
2709,Love Affair (1994),"Jumeirah Essex House, 160 Central Park South, Manhattan.",1994,1990s
2710,Love Affair (1994),"Empire State Building, 350 5th Avenue and West 34th Street, Manhattan.",1994,1990s
2711,The Lost Weekend (1945),"P J Clarke's Saloon, 915 3rd Avenue and East 55th Street, Manhattan.",1945,1940s
2712,Lord of War (2005),"Yuri Orlov Apartment, 50 Central Park West and West 65th Street, Manhattan.",2005,2000s
2713,Loosies (2012),"Subway Station, Delancey Street (btw Bowery and Chrystie Street) Manhattan.",2012,2010s
2714,Loosies (2012),"Sheep Meadow, Central Park (btw 66th and 69th Street) Manhattan.",2012,2010s
2715,Loosies (2012),"Broadway and Liberty Street, Manhattan.",2012,2010s
2716,Loosies (2012),"Beaver Street and William Street, Manhattan.",2012,2010s
2717,Loosies (2012),"Playmates Arch, Central Park (65th Street) Manhattan.",2012,2010s
2718,Loosies (2012),"Pine Bank Arch, Central Park, Manhattan.",2012,2010s
2719,Loosies (2012),"Grand Central Terminal, 89 East 42nd Street and Park Avenue, Manhattan.",2012,2010s
2720,Loosies (2012),"Columbus Circle and Central Park West, Manhattan.",2012,2010s
2721,Loosies (2012),"Pearl Street and Wall Street, Manhattan.",2012,2010s
2722,Loosies (2012),"Subway Station, Broadway and Wall Street, Manhattan.",2012,2010s
2723,Loosies (2012),"Subway Station, Wall Street and William Street, Manhattan.",2012,2010s
2724,Loosies (2012),"Post Office, 421 8th Avenue and West 33rd Street, Manhattan.",2012,2010s
2725,Loosies (2012),"Little West 12th Street and 9th Avenue, Manhattan.",2012,2010s
2726,Loosies (2012),"Brooklyn Bridge, Lower East Side, Manhattan.",2012,2010s
2727,Loosies (2012),"Federal Hall, 26 Wall Street and Nassau Street, Manhattan.",2012,2010s
2728,Loosies (2012),"Bobby's Apartment, 324 Plymouth Street and Husdon Avenue, Brooklyn.",2012,2010s
2729,Loosies (2012),"Hudson Avenue and Plymouth Street, Brooklyn.",2012,2010s
2730,Loosies (2012),"Plymouth Street and Pearl Street, Brooklyn.",2012,2010s
2731,Loosies (2012),"Cafe Tazza, 250 Westminster Street, Providence, Rhode Island.",2012,2010s
2732,Looking for Richard (1996),"Metropolitan Museum of Art, 1000 5th Avenue and East 82nd Street, Manhattan.",1996,1990s
2733,Looking for Kitty (2004),"Stuyvesant Square, East 16th Street and 2nd Avenue, Manhattan.",2004,2000s
2734,Looking for Kitty (2004),"New York Hotel, 481 8th Avenue and West 35th Street, Manhattan.",2004,2000s
2735,Looking for Kitty (2004),"Park Place and Church Street, Manhattan.",2004,2000s
2736,Looking for Kitty (2004),"Joe's Pizza, 233 Bleecker Street, Greenwich Village, Manhattan.",2004,2000s
2737,Looking for Kitty (2004),"Katz's Delicatessen, 205 East Houston Street and Ludlow Street, Manhattan.",2004,2000s
2738,Looking for Kitty (2004),"Staple Street and Duane Street, Manhattan.",2004,2000s
2739,Looking for Kitty (2004),"Duane Street and Greenwich Street, Manhattan.",2004,2000s
2740,The Longest Week (2014),"Conrad's Apartment, 440 Riverside Drive and West 116th Street, Manhattan.",2014,2010s
2741,The Longest Week (2014),"Belleville Restaurant, 332 5th Street & 5th Avenue, Brooklyn.",2014,2010s
2742,The Longest Week (2014),"Surrogates Court, 31 Chambers Street and Centre Street, Manhattan.",2014,2010s
2743,The Longest Week (2014),"The Mall, Central Park, Manhattan.",2014,2010s
2744,The Longest Week (2014),"Bethesda Terrace, (Mid-Park at 72nd Street) Central Park, Manhattan.",2014,2010s
2745,The Longest Week (2014),"Park Way, Brooklyn Heights Promenade, Brooklyn.",2014,2010s
2746,The Longest Week (2014),Orange Street (btw Hicks Street and Henry Street) Brooklyn.,2014,2010s
2747,The Longest Week (2014),"Beatrice's Apartment, 70 Orange Street and Henry Street, Brooklyn.",2014,2010s
2748,The Longest Week (2014),"Cranberry Street and Willow Street, Brooklyn.",2014,2010s
2749,The Longest Week (2014),"Subway, Franklin Street and West Broadway, Manhattan.",2014,2010s
2750,The Longest Week (2014),"Sons of Essex, 133 Essex Street and Rivington Street, Manhattan.",2014,2010s
2751,The Longest Week (2014),"Bandshell, Central Park (from 66th to 72nd Street) Manhattan.",2014,2010s
2752,The Longest Week (2014),"Dylan's Apartment, 470 Flushing Avenue and Spencer Street, Brooklyn.",2014,2010s
2753,The Longest Week (2014),"Dylan's Apartment, 461 West Street and Bethune Street, Manhattan.",2014,2010s
2754,The Lonely Guy (1984),"72nd Street Subway Station, 72nd and Broadway, Manhattan.",1984,1980s
2755,The Lonely Guy (1984),"Sheep Meadow, Central Park (btw 66th and 69th Street) Manhattan.",1984,1980s
2756,The Lonely Guy (1984),"Bandshell, Central Park (from 66th to 72nd Street) Manhattan.",1984,1980s
2757,The Lonely Guy (1984),"Manhattan Bridge, East River, Manhattan.",1984,1980s
2758,The Lonely Guy (1984),"724 5th Avenue and West 57th Street, Manhattan.",1984,1980s
2759,The Lonely Guy (1984),"Queensboro Bridge, East 59th Street (btw Manhattan and Queens) New York.",1984,1980s
2760,The Lonely Guy (1984),"West 76th Street and Columbus Avenue, Manhattan.",1984,1980s
2761,London Paris New York (2012),"Times Square, Manhattan.",2012,2010s
2762,London Paris New York (2012),"Columbus Circle and Central Park West, Manhattan.",2012,2010s
2763,London Paris New York (2012),Fulton Ferry Pier (Near Brooklyn Bridge) Brooklyn.,2012,2010s
2764,Lola Versus (2012),"Franklin Street and Varick Street, Manhattan.",2012,2010s
2765,Lola Versus (2012),"Lola's Apartment, 133 Avenue D (btw East 9th & East 10th Streets) Manhattan.",2012,2010s
2766,Lola Versus (2012),"Gansevoort Street and Washington Street, Manhattan.",2012,2010s
2767,Lola Versus (2012),"Public Assembly, 70 North 6th Street and Wythe Avenue, Brooklyn.",2012,2010s
2768,Lola Versus (2012),"Crunch Gym, 691 Fulton Street (btw S. Felix Street & Ashland Place) Brooklyn.",2012,2010s
2769,Lola Versus (2012),"Russ & Daughters, 179 East Houston Street and Allen Street, Manhattan.",2012,2010s
2770,Lola Versus (2012),"East 10th Street and Stuyvesant Street, Manhattan.",2012,2010s
2771,Lola Versus (2012),"Restaurant, 18 Avenue B and East 3rd Street, Manhattan.",2012,2010s
2772,Lola Versus (2012),"Times Square, Manhattan.",2012,2010s
2773,Lola Versus (2012),"47th Street Theater, 304 West 47th Street (btw 8th & 9th Avenues) Manhattan.",2012,2010s
2774,Lola Versus (2012),"9th Avenue and West 13th Street, Manhattan.",2012,2010s
2775,Lola Versus (2012),"Revel Restaurant, 10 Little West 12th Street and Washington Street, Manhattan.",2012,2010s
2776,Lola Versus (2012),Hudson Avenue (btw Water Street & Fronts Street) Brooklyn.,2012,2010s
2777,Lola Versus (2012),"Adams Street and John Street, Brooklyn.",2012,2010s
2778,Lola Versus (2012),"Anchorage Place and Plymouth Street, Brooklyn.",2012,2010s
2779,Lola Versus (2012),"High Line Park, 519 West 23rd Street, Meatpacking District, Manhattan.",2012,2010s
2780,Lola Versus (2012),1st Avenue (btw East 2nd and 3rd Streets) Manhattan.,2012,2010s
2781,Lola Versus (2012),"Nick's Apartment, Canal Street and Ludlow Street, Manhattan.",2012,2010s
2782,Lola Versus (2012),"Selia Yang Bridal, 71 Franklin Street (btw Church Street & Broadway) Manhattan.",2012,2010s
2783,Lola Versus (2012),"Goldfingers Infinity, 51-07 27th Street and 51st Avenue, Queens.",2012,2010s
2784,Lola Versus (2012),"Russian Baths, 268 East 10th Street (btw 1st Avenue & Avenue A) Manhattan.",2012,2010s
2785,Lola Versus (2012),Brooklyn Bridge Park (Near Furman Street) Brooklyn.,2012,2010s
2786,Living Out Loud (1998),457 Bay Ridge Pkwy (btw 4th and 5th Avenues) Brooklyn.,1998,1990s
2787,Living Out Loud (1998),"4th Avenue and 100th Street, Bay Ridge, Brooklyn.",1998,1990s
2788,Living Out Loud (1998),"West 13th Street and Washington Street, Manhattan.",1998,1990s
2789,Living Out Loud (1998),"Nightclub, Washington Street and West 13th Street, Manhattan.",1998,1990s
2790,Living Out Loud (1998),"Judith's Apartment, 1136 5th Avenue (btw East 94th and 95th Street) Manhattan.",1998,1990s
2791,Living Out Loud (1998),"Jasper's, 989 Amsterdam Avenue and West 109th Street, Manhattan.",1998,1990s
2792,Live and Let Die (1973),"TWA Terminal, JFK International Airport, Jamaica, Queens.",1973,1970s
2793,Live and Let Die (1973),"Fillet of Soul, 2nd Avenue and East 94th Street, Manhattan.",1973,1970s
2794,Live and Let Die (1973),"Oh Cult Voodoo Shop, 33 East 65th Street and Madison Avenue, Manhattan.",1973,1970s
2795,Live and Let Die (1973),5th Avenue (btw East 117th and 118th Streets) Harlem.,1973,1970s
2796,Little Nicky (2000),"Grand Central Terminal, 89 East 42nd Street and Park Avenue, Manhattan.",2000,2000s
2797,Little Nicky (2000),East 42nd Street (near Grand Central Terminal) Manhattan.,2000,2000s
2798,Little Nicky (2000),Central Park (South-End Corner) Manhattan.,2000,2000s
2799,Little Nicky (2000),"East 10th Street and 2nd Avenue, Manhattan.",2000,2000s
2800,Little Nicky (2000),"MacDougal Street and Minetta Lane, Manhattan.",2000,2000s
2801,Little Nicky (2000),"Minetta Lane and MacDougal Street, Manhattan.",2000,2000s
